basho,day,rikishi1_id,rikishi1_rank,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_result,rikishi2_win
2020.07,5,12412,M6e,2-3 (5-10),0,oshitaoshi,12239,M5w,4-1 (9-6),1
2020.07,5,11726,M7w,2-3 (7-8),0,oshidashi,12094,M5e,3-2 (3-4-8),1
2020.07,5,12094,M5e,3-2 (3-4-8),1,oshidashi,11726,M7w,2-3 (7-8),0
2020.07,5,6594,M6w,1-4 (7-8),0,hikiotoshi,11786,M4w,2-3 (5-10),1
2020.07,5,11786,M4w,2-3 (5-10),1,hikiotoshi,6594,M6w,1-4 (7-8),0
2020.07,5,11845,M4e,2-3 (5-10),0,oshidashi,11855,M2e,2-3 (8-7),1
2020.07,5,11855,M2e,2-3 (8-7),1,oshidashi,11845,M4e,2-3 (5-10),0
2020.07,5,11985,K1e,3-2 (11-4),1,tsukiotoshi,12292,M1w,0-5 (5-10),0
2020.07,5,12292,M1w,0-5 (5-10),0,tsukiotoshi,11985,K1e,3-2 (11-4),1
2020.07,5,12055,M1e,1-4 (8-7),0,oshidashi,12210,S1w,5-0 (11-4),1
2020.07,5,12210,S1w,5-0 (11-4),1,oshidashi,12055,M1e,1-4 (8-7),0
2020.07,5,6463,K1w,3-2 (9-6),0,sukuinage,12130,S1e,4-1 (11-4),1
2020.07,5,12130,S1e,4-1 (11-4),1,sukuinage,6463,K1w,3-2 (9-6),0
2020.07,5,12231,M3w,1-4 (6-9),0,yorikiri,12291,O1w,5-0 (12-3),1
2020.07,5,12291,O1w,5-0 (12-3),1,yorikiri,12231,M3w,1-4 (6-9),0
2020.07,5,11728,M3e,2-3 (5-10),0,hatakikomi,12191,O1e,4-1 (8-4-3),1
2020.07,5,12191,O1e,4-1 (8-4-3),1,hatakikomi,11728,M3e,2-3 (5-10),0
2020.07,5,1123,Y1e,5-0 (10-3-2),1,uwatedashinage,12043,M2w,0-5 (2-13),0
2020.07,5,12043,M2w,0-5 (2-13),0,uwatedashinage,1123,Y1e,5-0 (10-3-2),1
2020.07,6,6596,M16e,2-4 (6-9),0,yorikiri,11723,J3e,4-2 (5-10),1
2020.07,6,11723,J3e,4-2 (5-10),1,yorikiri,6596,M16e,2-4 (6-9),0
2020.07,6,11927,M17e,5-1 (13-2),1,yorikiri,12449,M15e,5-1 (8-7),0
2020.07,6,12449,M15e,5-1 (8-7),0,yorikiri,11927,M17e,5-1 (13-2),1
2020.07,6,6480,M13e,4-2 (10-5),1,oshidashi,9079,M17w,1-5 (6-8-1),0
2020.07,6,9079,M17w,1-5 (6-8-1),0,oshidashi,6480,M13e,4-2 (10-5),1
2020.07,6,7240,M15w,0-6 (4-11),0,oshidashi,12270,M13w,4-2 (4-6-5),1
2020.07,6,12270,M13w,4-2 (4-6-5),1,oshidashi,7240,M15w,0-6 (4-11),0
2020.07,6,2879,M12e,2-4 (8-7),0,hatakikomi,12370,M14w,3-3 (10-5),1
2020.07,6,12370,M14w,3-3 (10-5),1,hatakikomi,2879,M12e,2-4 (8-7),0
2020.07,6,6614,M12w,1-5 (5-10),1,hatakikomi,7153,M16w,4-2 (10-5),0
2020.07,6,7153,M16w,4-2 (10-5),0,hatakikomi,6614,M12w,1-5 (5-10),1
2020.07,6,1226,M14e,4-2 (8-7),0,uwatenage,6599,M11w,4-2 (10-5),1
2020.07,6,6599,M11w,4-2 (10-5),1,uwatenage,1226,M14e,4-2 (8-7),0
2020.07,6,5944,M9e,5-1 (10-5),1,oshidashi,11784,M10w,5-1 (10-5),0
2020.07,6,11784,M10w,5-1 (10-5),0,oshidashi,5944,M9e,5-1 (10-5),1
2020.07,6,6491,M9w,2-4 (3-12),0,yorikiri,12024,M11e,2-4 (5-10),1
2020.07,6,12024,M11e,2-4 (5-10),1,yorikiri,6491,M9w,2-4 (3-12),0
2020.07,6,6753,M10e,2-4 (6-9),0,shitatedashinage,12051,M8e,2-4 (4-11),1
2020.07,6,12051,M8e,2-4 (4-11),1,shitatedashinage,6753,M10e,2-4 (6-9),0
2020.07,6,11934,M8w,3-3 (6-9),0,shitatedashinage,12412,M6e,3-3 (5-10),1
2020.07,6,12412,M6e,3-3 (5-10),1,shitatedashinage,11934,M8w,3-3 (6-9),0
2020.07,6,6594,M6w,2-4 (7-8),1,tsukiotoshi,12094,M5e,3-3 (3-4-8),0
2020.07,6,12094,M5e,3-3 (3-4-8),0,tsukiotoshi,6594,M6w,2-4 (7-8),1
2020.07,6,11726,M7w,3-3 (7-8),1,tsukiotoshi,12239,M5w,4-2 (9-6),0
2020.07,6,12239,M5w,4-2 (9-6),0,tsukiotoshi,11726,M7w,3-3 (7-8),1
2020.07,6,11786,M4w,3-3 (5-10),1,tsukidashi,11868,M7e,2-4 (8-7),0
2020.07,6,11868,M7e,2-4 (8-7),0,tsukidashi,11786,M4w,3-3 (5-10),1
2020.07,6,11845,M4e,3-3 (5-10),1,oshidashi,12292,M1w,0-6 (5-10),0
2020.07,6,12292,M1w,0-6 (5-10),0,oshidashi,11845,M4e,3-3 (5-10),1
2020.07,6,11855,M2e,3-3 (8-7),1,oshitaoshi,11985,K1e,3-3 (11-4),0
2020.07,6,11985,K1e,3-3 (11-4),0,oshitaoshi,11855,M2e,3-3 (8-7),1
2020.07,6,12055,M1e,1-5 (8-7),0,oshidashi,12130,S1e,5-1 (11-4),1
2020.07,6,12130,S1e,5-1 (11-4),1,oshidashi,12055,M1e,1-5 (8-7),0
2020.07,6,6463,K1w,3-3 (9-6),0,tsukiotoshi,12210,S1w,6-0 (11-4),1
2020.07,6,12210,S1w,6-0 (11-4),1,tsukiotoshi,6463,K1w,3-3 (9-6),0
2020.07,6,12191,O1e,4-2 (8-4-3),0,yorikiri,12231,M3w,2-4 (6-9),1
2020.07,6,12231,M3w,2-4 (6-9),1,yorikiri,12191,O1e,4-2 (8-4-3),0
2020.07,6,12043,M2w,0-6 (2-13),0,yorikiri,12291,O1w,6-0 (12-3),1
2020.07,6,12291,O1w,6-0 (12-3),1,yorikiri,12043,M2w,0-6 (2-13),0
2020.07,6,1123,Y1e,6-0 (10-3-2),1,oshidashi,11728,M3e,2-4 (5-10),0
2020.07,6,11728,M3e,2-4 (5-10),0,oshidashi,1123,Y1e,6-0 (10-3-2),1
2020.07,7,7239,J3w,3-4 (6-9),0,yorikiri,7240,M15w,1-6 (4-11),1
2020.07,7,7240,M15w,1-6 (4-11),1,yorikiri,7239,J3w,3-4 (6-9),0
2020.07,7,11927,M17e,6-1 (13-2),1,kimedashi,12370,M14w,3-4 (10-5),0
2020.07,7,12370,M14w,3-4 (10-5),0,kimedashi,11927,M17e,6-1 (13-2),1
2020.07,7,1226,M14e,5-2 (8-7),1,yorikiri,6596,M16e,2-5 (6-9),0
2020.07,7,6596,M16e,2-5 (6-9),0,yorikiri,1226,M14e,5-2 (8-7),1
2020.07,7,2879,M12e,3-4 (8-7),1,okuridashi,9079,M17w,1-6 (6-8-1),0
2020.07,7,9079,M17w,1-6 (6-8-1),0,okuridashi,2879,M12e,3-4 (8-7),1
2020.07,7,6599,M11w,4-3 (10-5),0,yorikiri,7153,M16w,5-2 (10-5),1
2020.07,7,7153,M16w,5-2 (10-5),1,yorikiri,6599,M11w,4-3 (10-5),0
2020.07,7,12024,M11e,2-5 (5-10),0,shitatenage,12449,M15e,6-1 (8-7),1
2020.07,7,12449,M15e,6-1 (8-7),1,shitatenage,12024,M11e,2-5 (5-10),0
2020.07,7,6480,M13e,4-3 (10-5),0,oshidashi,11784,M10w,6-1 (10-5),1
2020.07,7,11784,M10w,6-1 (10-5),1,oshidashi,6480,M13e,4-3 (10-5),0
2020.07,7,6753,M10e,3-4 (6-9),1,tsukitaoshi,12270,M13w,4-3 (4-6-5),0
2020.07,7,12270,M13w,4-3 (4-6-5),0,tsukitaoshi,6753,M10e,3-4 (6-9),1
2020.07,7,6491,M9w,2-5 (3-12),0,oshidashi,6614,M12w,2-5 (5-10),1
2020.07,7,6614,M12w,2-5 (5-10),1,oshidashi,6491,M9w,2-5 (3-12),0
2020.07,7,11726,M7w,4-3 (7-8),1,tsukidashi,11934,M8w,3-4 (6-9),0
2020.07,7,11934,M8w,3-4 (6-9),0,tsukidashi,11726,M7w,4-3 (7-8),1
2020.07,7,6594,M6w,3-4 (7-8),1,uwatenage,12051,M8e,2-5 (4-11),0
2020.07,7,12051,M8e,2-5 (4-11),0,uwatenage,6594,M6w,3-4 (7-8),1
2020.07,7,5944,M9e,5-2 (10-5),0,yorikiri,12412,M6e,4-3 (5-10),1
2020.07,7,12412,M6e,4-3 (5-10),1,yorikiri,5944,M9e,5-2 (10-5),0
2020.07,7,11868,M7e,3-4 (8-7),1,amiuchi,12239,M5w,4-3 (9-6),0
2020.07,7,12239,M5w,4-3 (9-6),0,amiuchi,11868,M7e,3-4 (8-7),1
2020.07,7,11855,M2e,4-3 (8-7),1,oshidashi,12043,M2w,0-7 (2-13),0
2020.07,7,12043,M2w,0-7 (2-13),0,oshidashi,11855,M2e,4-3 (8-7),1
2020.07,7,12055,M1e,2-5 (8-7),1,hatakikomi,12292,M1w,0-7 (5-10),0
2020.07,7,12292,M1w,0-7 (5-10),0,hatakikomi,12055,M1e,2-5 (8-7),1
2020.07,7,6463,K1w,3-4 (9-6),0,yorikiri,11985,K1e,4-3 (11-4),1
2020.07,7,11985,K1e,4-3 (11-4),1,yorikiri,6463,K1w,3-4 (9-6),0
2020.07,7,12094,M5e,3-4 (3-4-8),0,fusen,12210,S1w,7-0 (11-4),1
2020.07,7,12210,S1w,7-0 (11-4),1,fusen,12094,M5e,3-4 (3-4-8),0
2020.07,7,11786,M4w,3-4 (5-10),0,tsukiotoshi,12130,S1e,6-1 (11-4),1
2020.07,7,12130,S1e,6-1 (11-4),1,tsukiotoshi,11786,M4w,3-4 (5-10),0
2020.07,7,11728,M3e,2-5 (5-10),0,yorikiri,12291,O1w,7-0 (12-3),1
2020.07,7,12291,O1w,7-0 (12-3),1,yorikiri,11728,M3e,2-5 (5-10),0
2020.07,7,11845,M4e,3-4 (5-10),0,tsukiotoshi,12191,O1e,5-2 (8-4-3),1
2020.07,7,12191,O1e,5-2 (8-4-3),1,tsukiotoshi,11845,M4e,3-4 (5-10),0
2020.07,7,1123,Y1e,7-0 (10-3-2),1,yorikiri,12231,M3w,2-5 (6-9),0
2020.07,7,12231,M3w,2-5 (6-9),0,yorikiri,1123,Y1e,7-0 (10-3-2),1
2020.07,8,6596,M16e,2-6 (6-9),0,yorikiri,11927,M17e,7-1 (13-2),1
2020.07,8,11927,M17e,7-1 (13-2),1,yorikiri,6596,M16e,2-6 (6-9),0
2020.07,8,6480,M13e,4-4 (10-5),0,uwatenage,7153,M16w,6-2 (10-5),1
2020.07,8,7153,M16w,6-2 (10-5),1,uwatenage,6480,M13e,4-4 (10-5),0
2020.07,8,2879,M12e,4-4 (8-7),1,uwatenage,12449,M15e,6-2 (8-7),0
2020.07,8,12449,M15e,6-2 (8-7),0,uwatenage,2879,M12e,4-4 (8-7),1
2020.07,8,6614,M12w,2-6 (5-10),0,oshidashi,12370,M14w,4-4 (10-5),1
2020.07,8,12370,M14w,4-4 (10-5),1,oshidashi,6614,M12w,2-6 (5-10),0
2020.07,8,6599,M11w,5-3 (10-5),1,fusen,12270,M13w,4-4 (4-6-5),0
2020.07,8,12270,M13w,4-4 (4-6-5),0,fusen,6599,M11w,5-3 (10-5),1
2020.07,8,6753,M10e,3-5 (6-9),0,tsukidashi,9079,M17w,2-6 (6-8-1),1
2020.07,8,9079,M17w,2-6 (6-8-1),1,tsukidashi,6753,M10e,3-5 (6-9),0
2020.07,8,7240,M15w,2-6 (4-11),1,tsukiotoshi,11784,M10w,6-2 (10-5),0
2020.07,8,11784,M10w,6-2 (10-5),0,tsukiotoshi,7240,M15w,2-6 (4-11),1
2020.07,8,12024,M11e,2-6 (5-10),0,susoharai,12051,M8e,3-5 (4-11),1
2020.07,8,12051,M8e,3-5 (4-11),1,susoharai,12024,M11e,2-6 (5-10),0
2020.07,8,1226,M14e,6-2 (8-7),1,yorikiri,11934,M8w,3-5 (6-9),0
2020.07,8,11934,M8w,3-5 (6-9),0,yorikiri,1226,M14e,6-2 (8-7),1
2020.07,8,6491,M9w,2-6 (3-12),0,yorikiri,11868,M7e,4-4 (8-7),1
2020.07,8,11868,M7e,4-4 (8-7),1,yorikiri,6491,M9w,2-6 (3-12),0
2020.07,8,5944,M9e,6-2 (10-5),1,hatakikomi,11726,M7w,4-4 (7-8),0
2020.07,8,11726,M7w,4-4 (7-8),0,hatakikomi,5944,M9e,6-2 (10-5),1
2020.07,8,6594,M6w,3-5 (7-8),0,tsukiotoshi,11728,M3e,3-5 (5-10),1
2020.07,8,11728,M3e,3-5 (5-10),1,tsukiotoshi,6594,M6w,3-5 (7-8),0
2020.07,8,12231,M3w,3-5 (6-9),1,uwatenage,12412,M6e,4-4 (5-10),0
2020.07,8,12412,M6e,4-4 (5-10),0,uwatenage,12231,M3w,3-5 (6-9),1
2020.07,8,11855,M2e,5-3 (8-7),1,yorikiri,12292,M1w,0-8 (5-10),0
2020.07,8,12292,M1w,0-8 (5-10),0,yorikiri,11855,M2e,5-3 (8-7),1
2020.07,8,11985,K1e,5-3 (11-4),1,okuridashi,12043,M2w,0-8 (2-13),0
2020.07,8,12043,M2w,0-8 (2-13),0,okuridashi,11985,K1e,5-3 (11-4),1
2020.07,8,6463,K1w,4-4 (9-6),1,yorikiri,12055,M1e,2-6 (8-7),0
2020.07,8,12055,M1e,2-6 (8-7),0,yorikiri,6463,K1w,4-4 (9-6),1
2020.07,8,12130,S1e,7-1 (11-4),1,tsukiotoshi,12210,S1w,7-1 (11-4),0
2020.07,8,12210,S1w,7-1 (11-4),0,tsukiotoshi,12130,S1e,7-1 (11-4),1
2020.07,8,12191,O1e,5-3 (8-4-3),0,hatakikomi,12239,M5w,5-3 (9-6),1
2020.07,8,12239,M5w,5-3 (9-6),1,hatakikomi,12191,O1e,5-3 (8-4-3),0
2020.07,8,11786,M4w,3-5 (5-10),0,yorikiri,12291,O1w,8-0 (12-3),1
2020.07,8,12291,O1w,8-0 (12-3),1,yorikiri,11786,M4w,3-5 (5-10),0
2020.07,8,1123,Y1e,8-0 (10-3-2),1,hatakikomi,11845,M4e,3-5 (5-10),0
2020.07,8,11845,M4e,3-5 (5-10),0,hatakikomi,1123,Y1e,8-0 (10-3-2),1
2020.07,9,9079,M17w,3-6 (6-8-1),1,tsukidashi,12273,J4e,4-5 (7-8),0
2020.07,9,12273,J4e,4-5 (7-8),0,tsukidashi,9079,M17w,3-6 (6-8-1),1
2020.07,9,6480,M13e,5-4 (10-5),1,hikiotoshi,7240,M15w,2-7 (4-11),0
2020.07,9,7240,M15w,2-7 (4-11),0,hikiotoshi,6480,M13e,5-4 (10-5),1
2020.07,9,6596,M16e,3-6 (6-9),1,yoritaoshi,6614,M12w,2-7 (5-10),0
2020.07,9,6614,M12w,2-7 (5-10),0,yoritaoshi,6596,M16e,3-6 (6-9),1
2020.07,9,2879,M12e,4-5 (8-7),0,yorikiri,11927,M17e,8-1 (13-2),1
2020.07,9,11927,M17e,8-1 (13-2),1,yorikiri,2879,M12e,4-5 (8-7),0
2020.07,9,12024,M11e,2-7 (5-10),0,yorikiri,12370,M14w,5-4 (10-5),1
2020.07,9,12370,M14w,5-4 (10-5),1,yorikiri,12024,M11e,2-7 (5-10),0
2020.07,9,7153,M16w,6-3 (10-5),0,hatakikomi,11784,M10w,7-2 (10-5),1
2020.07,9,11784,M10w,7-2 (10-5),1,hatakikomi,7153,M16w,6-3 (10-5),0
2020.07,9,6491,M9w,2-7 (3-12),0,tsukiotoshi,12449,M15e,7-2 (8-7),1
2020.07,9,12449,M15e,7-2 (8-7),1,tsukiotoshi,6491,M9w,2-7 (3-12),0
2020.07,9,1226,M14e,7-2 (8-7),1,yorikiri,5944,M9e,6-3 (10-5),0
2020.07,9,5944,M9e,6-3 (10-5),0,yorikiri,1226,M14e,7-2 (8-7),1
2020.07,9,6599,M11w,6-3 (10-5),1,yorikiri,12051,M8e,3-6 (4-11),0
2020.07,9,12051,M8e,3-6 (4-11),0,yorikiri,6599,M11w,6-3 (10-5),1
2020.07,9,6753,M10e,3-6 (6-9),0,oshidashi,11868,M7e,5-4 (8-7),1
2020.07,9,11868,M7e,5-4 (8-7),1,oshidashi,6753,M10e,3-6 (6-9),0
2020.07,9,6594,M6w,3-6 (7-8),0,tsukidashi,11934,M8w,4-5 (6-9),1
2020.07,9,11934,M8w,4-5 (6-9),1,tsukidashi,6594,M6w,3-6 (7-8),0
2020.07,9,11726,M7w,5-4 (7-8),1,tsukiotoshi,11728,M3e,3-6 (5-10),0
2020.07,9,11728,M3e,3-6 (5-10),0,tsukiotoshi,11726,M7w,5-4 (7-8),1
2020.07,9,12043,M2w,0-9 (2-13),0,oshidashi,12292,M1w,1-8 (5-10),1
2020.07,9,12292,M1w,1-8 (5-10),1,oshidashi,12043,M2w,0-9 (2-13),0
2020.07,9,11855,M2e,5-4 (8-7),0,oshidashi,12055,M1e,3-6 (8-7),1
2020.07,9,12055,M1e,3-6 (8-7),1,oshidashi,11855,M2e,5-4 (8-7),0
2020.07,9,11985,K1e,5-4 (11-4),0,tsukiotoshi,12239,M5w,6-3 (9-6),1
2020.07,9,12239,M5w,6-3 (9-6),1,tsukiotoshi,11985,K1e,5-4 (11-4),0
2020.07,9,12210,S1w,7-2 (11-4),0,yorikiri,12231,M3w,4-5 (6-9),1
2020.07,9,12231,M3w,4-5 (6-9),1,yorikiri,12210,S1w,7-2 (11-4),0
2020.07,9,11845,M4e,3-6 (5-10),0,oshidashi,12130,S1e,8-1 (11-4),1
2020.07,9,12130,S1e,8-1 (11-4),1,oshidashi,11845,M4e,3-6 (5-10),0
2020.07,9,6463,K1w,4-5 (9-6),0,uwatenage,12291,O1w,9-0 (12-3),1
2020.07,9,12291,O1w,9-0 (12-3),1,uwatenage,6463,K1w,4-5 (9-6),0
2020.07,9,12191,O1e,6-3 (8-4-3),1,tsukitaoshi,12412,M6e,4-5 (5-10),0
2020.07,9,12412,M6e,4-5 (5-10),0,tsukitaoshi,12191,O1e,6-3 (8-4-3),1
2020.07,9,1123,Y1e,9-0 (10-3-2),1,hatakikomi,11786,M4w,3-6 (5-10),0
2020.07,9,11786,M4w,3-6 (5-10),0,hatakikomi,1123,Y1e,9-0 (10-3-2),1
2020.07,10,7153,M16w,7-3 (10-5),1,hatakikomi,11946,J1e,6-4 (10-5),0
2020.07,10,11946,J1e,6-4 (10-5),0,hatakikomi,7153,M16w,7-3 (10-5),1
2020.07,10,6480,M13e,5-5 (10-5),0,tsukiotoshi,12370,M14w,6-4 (10-5),1
2020.07,10,12370,M14w,6-4 (10-5),1,tsukiotoshi,6480,M13e,5-5 (10-5),0
2020.07,10,2879,M12e,4-6 (8-7),0,hikiotoshi,7240,M15w,3-7 (4-11),1
2020.07,10,7240,M15w,3-7 (4-11),1,hikiotoshi,2879,M12e,4-6 (8-7),0
2020.07,10,6614,M12w,2-8 (5-10),0,hikiotoshi,11927,M17e,9-1 (13-2),1
2020.07,10,11927,M17e,9-1 (13-2),1,hikiotoshi,6614,M12w,2-8 (5-10),0
2020.07,10,6596,M16e,4-6 (6-9),1,yorikiri,12024,M11e,2-8 (5-10),0
2020.07,10,12024,M11e,2-8 (5-10),0,yorikiri,6596,M16e,4-6 (6-9),1
2020.07,10,6599,M11w,6-4 (10-5),0,oshidashi,9079,M17w,4-6 (6-8-1),1
2020.07,10,9079,M17w,4-6 (6-8-1),1,oshidashi,6599,M11w,6-4 (10-5),0
2020.07,10,6753,M10e,4-6 (6-9),1,shitatedashinage,12449,M15e,7-3 (8-7),0
2020.07,10,12449,M15e,7-3 (8-7),0,shitatedashinage,6753,M10e,4-6 (6-9),1
2020.07,10,1226,M14e,7-3 (8-7),0,uwatedashinage,12051,M8e,4-6 (4-11),1
2020.07,10,12051,M8e,4-6 (4-11),1,uwatedashinage,1226,M14e,7-3 (8-7),0
2020.07,10,11784,M10w,7-3 (10-5),0,oshidashi,11934,M8w,5-5 (6-9),1
2020.07,10,11934,M8w,5-5 (6-9),1,oshidashi,11784,M10w,7-3 (10-5),0
2020.07,10,5944,M9e,7-3 (10-5),1,tsukiotoshi,11868,M7e,5-5 (8-7),0
2020.07,10,11868,M7e,5-5 (8-7),0,tsukiotoshi,5944,M9e,7-3 (10-5),1
2020.07,10,6491,M9w,2-8 (3-12),0,tottari,11726,M7w,6-4 (7-8),1
2020.07,10,11726,M7w,6-4 (7-8),1,tottari,6491,M9w,2-8 (3-12),0
2020.07,10,11845,M4e,4-6 (5-10),1,hatakikomi,12412,M6e,4-6 (5-10),0
2020.07,10,12412,M6e,4-6 (5-10),0,hatakikomi,11845,M4e,4-6 (5-10),1
2020.07,10,6594,M6w,4-6 (7-8),1,uwatenage,12231,M3w,4-6 (6-9),0
2020.07,10,12231,M3w,4-6 (6-9),0,uwatenage,6594,M6w,4-6 (7-8),1
2020.07,10,12043,M2w,0-10 (2-13),0,uwatenage,12055,M1e,4-6 (8-7),1
2020.07,10,12055,M1e,4-6 (8-7),1,uwatenage,12043,M2w,0-10 (2-13),0
2020.07,10,11728,M3e,4-6 (5-10),1,yoritaoshi,12292,M1w,1-9 (5-10),0
2020.07,10,12292,M1w,1-9 (5-10),0,yoritaoshi,11728,M3e,4-6 (5-10),1
2020.07,10,6463,K1w,5-5 (9-6),1,katasukashi,11855,M2e,5-5 (8-7),0
2020.07,10,11855,M2e,5-5 (8-7),0,katasukashi,6463,K1w,5-5 (9-6),1
2020.07,10,11985,K1e,6-4 (11-4),1,tsukidashi,12130,S1e,8-2 (11-4),0
2020.07,10,12130,S1e,8-2 (11-4),0,tsukidashi,11985,K1e,6-4 (11-4),1
2020.07,10,11786,M4w,3-7 (5-10),0,tsukiotoshi,12191,O1e,7-3 (8-4-3),1
2020.07,10,12191,O1e,7-3 (8-4-3),1,tsukiotoshi,11786,M4w,3-7 (5-10),0
2020.07,10,12210,S1w,8-2 (11-4),1,uwatenage,12291,O1w,9-1 (12-3),0
2020.07,10,12291,O1w,9-1 (12-3),0,uwatenage,12210,S1w,8-2 (11-4),1
2020.07,10,1123,Y1e,10-0 (10-3-2),1,oshidashi,12239,M5w,6-4 (9-6),0
2020.07,10,12239,M5w,6-4 (9-6),0,oshidashi,1123,Y1e,10-0 (10-3-2),1
2020.07,11,6596,M16e,5-6 (6-9),1,oshidashi,11785,J1w,3-8 (6-9),0
2020.07,11,11785,J1w,3-8 (6-9),0,oshidashi,6596,M16e,5-6 (6-9),1
2020.07,11,7240,M15w,3-8 (4-11),0,yorikiri,12370,M14w,7-4 (10-5),1
2020.07,11,12370,M14w,7-4 (10-5),1,yorikiri,7240,M15w,3-8 (4-11),0
2020.07,11,6599,M11w,6-5 (10-5),0,yorikiri,11927,M17e,10-1 (13-2),1
2020.07,11,11927,M17e,10-1 (13-2),1,yorikiri,6599,M11w,6-5 (10-5),0
2020.07,11,6614,M12w,2-9 (5-10),0,oshidashi,12024,M11e,3-8 (5-10),1
2020.07,11,12024,M11e,3-8 (5-10),1,oshidashi,6614,M12w,2-9 (5-10),0
2020.07,11,9079,M17w,5-6 (6-8-1),1,tsukidashi,11784,M10w,7-4 (10-5),0
2020.07,11,11784,M10w,7-4 (10-5),0,tsukidashi,9079,M17w,5-6 (6-8-1),1
2020.07,11,6491,M9w,2-9 (3-12),0,yorikiri,7153,M16w,8-3 (10-5),1
2020.07,11,7153,M16w,8-3 (10-5),1,yorikiri,6491,M9w,2-9 (3-12),0
2020.07,11,5944,M9e,8-3 (10-5),1,tsukitaoshi,12449,M15e,7-4 (8-7),0
2020.07,11,12449,M15e,7-4 (8-7),0,tsukitaoshi,5944,M9e,8-3 (10-5),1
2020.07,11,6480,M13e,6-5 (10-5),1,tsukidashi,11934,M8w,5-6 (6-9),0
2020.07,11,11934,M8w,5-6 (6-9),0,tsukidashi,6480,M13e,6-5 (10-5),1
2020.07,11,2879,M12e,5-6 (8-7),1,hatakikomi,12051,M8e,4-7 (4-11),0
2020.07,11,12051,M8e,4-7 (4-11),0,hatakikomi,2879,M12e,5-6 (8-7),1
2020.07,11,6753,M10e,5-6 (6-9),1,yorikiri,11726,M7w,6-5 (7-8),0
2020.07,11,11726,M7w,6-5 (7-8),0,yorikiri,6753,M10e,5-6 (6-9),1
2020.07,11,1226,M14e,8-3 (8-7),1,yorikiri,11868,M7e,5-6 (8-7),0
2020.07,11,11868,M7e,5-6 (8-7),0,yorikiri,1226,M14e,8-3 (8-7),1
2020.07,11,6594,M6w,5-6 (7-8),1,hatakikomi,12043,M2w,0-11 (2-13),0
2020.07,11,12043,M2w,0-11 (2-13),0,hatakikomi,6594,M6w,5-6 (7-8),1
2020.07,11,11855,M2e,5-6 (8-7),0,oshidashi,12412,M6e,5-6 (5-10),1
2020.07,11,12412,M6e,5-6 (5-10),1,oshidashi,11855,M2e,5-6 (8-7),0
2020.07,11,11786,M4w,4-7 (5-10),1,yorikiri,12292,M1w,1-10 (5-10),0
2020.07,11,12292,M1w,1-10 (5-10),0,yorikiri,11786,M4w,4-7 (5-10),1
2020.07,11,12055,M1e,5-6 (8-7),1,tsukiotoshi,12231,M3w,4-7 (6-9),0
2020.07,11,12231,M3w,4-7 (6-9),0,tsukiotoshi,12055,M1e,5-6 (8-7),1
2020.07,11,6463,K1w,6-5 (9-6),1,tsukiotoshi,11728,M3e,4-7 (5-10),0
2020.07,11,11728,M3e,4-7 (5-10),0,tsukiotoshi,6463,K1w,6-5 (9-6),1
2020.07,11,12130,S1e,8-3 (11-4),0,tsukiotoshi,12239,M5w,7-4 (9-6),1
2020.07,11,12239,M5w,7-4 (9-6),1,tsukiotoshi,12130,S1e,8-3 (11-4),0
2020.07,11,11845,M4e,4-7 (5-10),0,yorikiri,12291,O1w,10-1 (12-3),1
2020.07,11,12291,O1w,10-1 (12-3),1,yorikiri,11845,M4e,4-7 (5-10),0
2020.07,11,12191,O1e,8-3 (8-4-3),1,oshidashi,12210,S1w,8-3 (11-4),0
2020.07,11,12210,S1w,8-3 (11-4),0,oshidashi,12191,O1e,8-3 (8-4-3),1
2020.07,11,1123,Y1e,10-1 (10-3-2),0,oshidashi,11985,K1e,7-4 (11-4),1
2020.07,11,11985,K1e,7-4 (11-4),1,oshidashi,1123,Y1e,10-1 (10-3-2),0
2020.07,12,7240,M15w,3-9 (4-11),0,shitatenage,12203,J2e,7-5 (9-6),1
2020.07,12,12203,J2e,7-5 (9-6),1,shitatenage,7240,M15w,3-9 (4-11),0
2020.07,12,6596,M16e,5-7 (6-9),0,yorikiri,12370,M14w,8-4 (10-5),1
2020.07,12,12370,M14w,8-4 (10-5),1,yorikiri,6596,M16e,5-7 (6-9),0
2020.07,12,6599,M11w,7-5 (10-5),1,hatakikomi,6614,M12w,2-10 (5-10),0
2020.07,12,6614,M12w,2-10 (5-10),0,hatakikomi,6599,M11w,7-5 (10-5),1
2020.07,12,2879,M12e,6-6 (8-7),1,uwatedashinage,6753,M10e,5-7 (6-9),0
2020.07,12,6753,M10e,5-7 (6-9),0,uwatedashinage,2879,M12e,6-6 (8-7),1
2020.07,12,1226,M14e,8-4 (8-7),0,yorikiri,11784,M10w,8-4 (10-5),1
2020.07,12,11784,M10w,8-4 (10-5),1,yorikiri,1226,M14e,8-4 (8-7),0
2020.07,12,5944,M9e,8-4 (10-5),0,yorikiri,11927,M17e,11-1 (13-2),1
2020.07,12,11927,M17e,11-1 (13-2),1,yorikiri,5944,M9e,8-4 (10-5),0
2020.07,12,6480,M13e,7-5 (10-5),1,uwatenage,6491,M9w,2-10 (3-12),0
2020.07,12,6491,M9w,2-10 (3-12),0,uwatenage,6480,M13e,7-5 (10-5),1
